loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
19200, 60 months,16.99,477.07,D,D3,Sales Associate,4 years,RENT,95000,Source Verified,May-15,Charged Off,credit_card,Credit card refinancing,12.99,Apr-00,10,0,6494,79.2,23,w,INDIVIDUAL,3,0,"40898 Herring Stream Apt. 048
South Jeffrey, WA 86630"
12000, 36 months,15.61,419.58,C,C3,Childrens Services DIrector,10+ years,OWN,60000,Verified,Dec-13,Fully Paid,debt_consolidation,freshstart,10.11,Sep-88,9,0,10623,69.9,29,w,INDIVIDUAL,6,0,"53964 Baker Stravenue Suite 988
West Patriciaport, ID 30723"
23325, 60 months,24.5,677.8,F,F3,truck drive,7 years,RENT,63000,Source Verified,May-14,Fully Paid,debt_consolidation,Debt consolidation,19.31,Jul-00,15,1,19677,49.7,21,f,INDIVIDUAL,0,1,"4772 Valerie Mission Suite 573
East Carlaborough, VA 30723"
8000, 36 months,6.49,245.16,A,A2,cell technician,10+ years,OWN,106368,Source Verified,Jan-16,Fully Paid,debt_consolidation,Debt consolidation,1.74,Jun-95,6,0,4642,11.6,14,w,INDIVIDUAL,2,0,"7824 Erika Track
North Devinmouth, TX 00813"
2000, 36 months,16.99,71.3,D,D1,Office Assistant II,10+ years,RENT,30000,Verified,Dec-13,Fully Paid,car,Car financing,11.4,May-74,11,1,3742,14.9,50,f,INDIVIDUAL,6,1,"13092 Ashlee Knolls Apt. 818
Poolebury, IL 29597"
4000, 36 months,18.99,146.61,E,E1,Executive Director,7 years,MORTGAGE,97365,Verified,Aug-14,Fully Paid,home_improvement,Home improvement,25.54,Oct-94,22,0,31205,95.4,69,f,INDIVIDUAL,2,0,"8328 Nixon Plaza Suite 805
Jacksonside, WA 48052"
9125, 36 months,18.25,331.04,E,E1,,,RENT,57000,Source Verified,Jul-15,Fully Paid,small_business,Business,6.57,Aug-98,6,1,9138,43,22,f,INDIVIDUAL,3,1,"PSC 2828, Box 7368
APO AA 00813"
8000, 36 months,11.53,263.93,B,B5,EMPLOYMENT PROGRAM REP,10+ years,OWN,53664,Source Verified,Apr-15,Charged Off,credit_card,Credit card refinancing,33.08,May-01,8,0,10727,92.5,19,f,INDIVIDUAL,0,0,"4346 Chavez Plaza Suite 911
Gregoryberg, AL 11650"
12000, 36 months,6.62,368.45,A,A2,Store Manage,6 years,RENT,95000,Not Verified,Jan-14,Fully Paid,credit_card,pERSONAL lOAN,25.44,Jan-97,15,0,17630,48.7,32,w,INDIVIDUAL,3,0,"PSC 0786, Box 6188
APO AP 22690"
12000, 36 months,11.99,398.52,B,B3,Director Crisis Services,10+ years,MORTGAGE,69500,Source Verified,Nov-13,Fully Paid,debt_consolidation,Freedom Loan ,6.32,Sep-79,8,0,11074,80.2,21,w,INDIVIDUAL,3,0,"83807 Turner Passage Suite 000
Lake Samuel, NV 70466"
8500, 36 months,12.99,286.36,B,B5,space coordinator,10+ years,RENT,35000,Verified,Apr-14,Charged Off,credit_card,Credit card refinancing,23.73,Jan-10,9,0,9054,43.1,14,w,INDIVIDUAL,0,0,"42471 Stephanie Summit
Heatherfort, ND 11650"
21350, 60 months,19.19,556.07,E,E3,facilities operations specialist,5 years,OWN,66700,Verified,Jul-15,Fully Paid,credit_card,Credit card refinancing,8.62,Jan-94,5,0,22537,101.5,9,w,INDIVIDUAL,2,0,"51917 Gutierrez Field
North John, ME 48052"
3550, 36 months,12.12,118.12,B,B3,"Autobuses Arcelia,LLC",1 year,MORTGAGE,57600,Not Verified,Nov-12,Fully Paid,vacation,Vacation,1.04,Nov-94,6,0,447,4,17,f,INDIVIDUAL,0,0,"25108 Gordon Springs Apt. 346
Nicholasbury, WV 29597"
20000, 36 months,14.09,684.43,B,B5,DMS,5 years,RENT,70000,Verified,Feb-13,Fully Paid,debt_consolidation,credit card consolidationconsolidation,23.52,Mar-02,13,0,24099,43,27,w,INDIVIDUAL,0,0,"PSC 6535, Box 7536
APO AE 00813"
9000, 36 months,11.44,296.53,B,B4,host,2 years,RENT,180000,Verified,Feb-15,Charged Off,car,Car financing,6.9,Feb-04,5,3,3722,64.2,19,w,INDIVIDUAL,2,0,"22065 James Roads
Milesmouth, ID 86630"
35000, 36 months,14.49,1204.57,C,C4,Aircraft Maintenance Planner,10+ years,MORTGAGE,96450,Verified,Aug-14,Fully Paid,debt_consolidation,Debt consolidation,10.17,Oct-98,16,0,29878,64.4,44,w,INDIVIDUAL,1,0,"8707 Anthony Cove Apt. 512
East Nicholas, FL 48052"
20000, 36 months,6.03,608.72,A,A1,System Analyst,2 years,MORTGAGE,100000,Source Verified,Nov-13,Charged Off,credit_card,Consolidation - Vacation Expenditures,20.16,Apr-01,13,0,23506,40.9,37,w,INDIVIDUAL,3,0,"38173 Stone Dam Apt. 768
North Steven, NM 48052"
5000, 36 months,13.72,170.21,C,C5,Walgreens,< 1 year,RENT,30000,Source Verified,Dec-10,Fully Paid,home_improvement,Home improvent,7.24,Oct-07,4,0,6265,75.5,4,f,INDIVIDUAL,,0,"PSC 1530, Box 7302
APO AE 29597"
6000, 36 months,6.49,183.87,A,A2,MAIL CLERK,10+ years,RENT,29000,Verified,Aug-14,Fully Paid,credit_card,Credit card refinancing,2.07,May-07,6,0,1025,11.1,11,w,INDIVIDUAL,0,0,"26002 David Pine
Scottstad, IN 22690"
6000, 36 months,13.35,203.18,C,C2,Personal banker,< 1 year,RENT,42000,Source Verified,May-14,Fully Paid,debt_consolidation,Debt consolidation,19.4,Sep-04,12,1,3634,17.6,27,w,INDIVIDUAL,0,1,"64232 Malik Ports Apt. 003
Lake Monicaville, MN 22690"
11000, 36 months,14.49,378.58,C,C4,Data Associate,< 1 year,RENT,50000,Not Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,8.27,Jun-91,9,0,11835,51.9,11,f,INDIVIDUAL,0,0,"439 Parker Street Apt. 428
South Rachelchester, MT 29597"
14000, 36 months,15.59,489.37,C,C5,Manager,10+ years,MORTGAGE,80000,Source Verified,Aug-16,Fully Paid,debt_consolidation,Debt consolidation,31.82,Jan-02,9,0,35948,58.9,27,w,INDIVIDUAL,2,0,"63432 Grant Highway
Collinsville, IA 22690"
14900, 60 months,17.86,377.23,D,D5,Bus Operator,3 years,RENT,65000,Verified,Jul-15,Fully Paid,other,Other,5.21,Mar-00,5,0,816,4.6,10,f,INDIVIDUAL,1,0,"1623 Isaac Port
Coxburgh, TN 30723"
5000, 36 months,21.99,190.93,F,F1,Field Specialist,2 years,RENT,26000,Source Verified,Jun-15,Fully Paid,debt_consolidation,Debt consolidation,11.63,May-10,6,0,2407,37,7,w,INDIVIDUAL,0,0,"PSC 0226, Box 2333
APO AP 22690"
8800, 36 months,10.65,286.65,B,B2,,,OWN,40000,Verified,Feb-12,Fully Paid,credit_card,credit card refinance,13.65,Mar-00,11,0,8823,18.9,19,f,INDIVIDUAL,,0,"1089 Mark Ridge
Caitlinborough, KS 05113"
5000, 36 months,9.45,160.05,B,B1,The Sagemont School,3 years,RENT,40000,Not Verified,Mar-08,Fully Paid,credit_card,want to say goodbye to credit cards,5.97,Jun-00,7,0,3212,35.7,18,f,INDIVIDUAL,,,"Unit 7803 Box 8673
DPO AA 22690"
28000, 60 months,16.29,685.23,D,D1,Military Officer,9 years,MORTGAGE,84000,Source Verified,Mar-16,Charged Off,credit_card,Credit card refinancing,23.77,Nov-87,13,0,25775,38.2,31,w,INDIVIDUAL,3,0,"2586 Stephens Common
Lake Aaronside, GA 93700"
27500, 36 months,10.99,900.19,B,B4,MANAGER,10+ years,MORTGAGE,55000,Not Verified,Jul-15,Fully Paid,debt_consolidation,Debt consolidation,21.82,Mar-97,12,0,41504,58.5,24,w,INDIVIDUAL,2,0,"147 Hall Lane
Jennifertown, NE 05113"
10000, 36 months,11.49,329.72,B,B4,chrmc,10+ years,MORTGAGE,43000,Source Verified,Jun-11,Charged Off,debt_consolidation,debt consolidation,17.53,Sep-88,12,0,13625,62.2,29,f,INDIVIDUAL,,0,"139 Hodges Wall
Shaneton, DE 86630"
12375, 36 months,15.8,433.85,C,C3,Employment Development Department,10+ years,MORTGAGE,49000,Source Verified,Sep-12,Fully Paid,debt_consolidation,Sleep At Night,9.67,Nov-82,18,0,10116,55.6,40,f,INDIVIDUAL,8,0,"35687 Fleming Via Apt. 725
Moraleshaven, MS 29597"
3375, 36 months,18.55,122.95,D,D2,,,OWN,12744,Verified,Nov-13,Fully Paid,debt_consolidation,Consolidate,29.57,Oct-83,7,0,19945,59.9,21,f,INDIVIDUAL,0,0,"611 Laura Extensions Suite 302
Lake Taylor, NY 22690"
9725, 36 months,15.61,340.04,C,C5,Assistant Manager,< 1 year,RENT,55000,Verified,Apr-14,Fully Paid,other,Other,11.5,Oct-09,10,0,4522,28.3,13,w,INDIVIDUAL,0,0,"988 Vicki Burgs
East Christopherport, IL 70466"
20000, 36 months,12.99,673.79,B,B5,Executive Director,8 years,MORTGAGE,78000,Not Verified,Apr-14,Fully Paid,credit_card,Credit card refinancing,8.49,Dec-98,15,0,26610,57.8,40,w,INDIVIDUAL,12,0,"962 Courtney Centers
Schneiderstad, OH 70466"
27275, 36 months,16.55,966.34,D,D2,Admin V,10+ years,MORTGAGE,100000,Verified,Apr-15,Fully Paid,debt_consolidation,Debt consolidation,16.62,Jun-99,13,0,8219,32.5,21,w,INDIVIDUAL,4,0,"52674 Charles Tunnel Apt. 093
Lake Samuelland, NY 05113"
14400, 60 months,12.85,326.54,B,B4,GENERAL MANAGER,5 years,RENT,69000,Source Verified,Jan-14,Fully Paid,debt_consolidation,Debt consolidation,18.49,Dec-92,8,1,5418,45.1,21,f,INDIVIDUAL,0,1,"1006 Jones Greens Apt. 583
Lake Tamara, MI 05113"
17600, 60 months,19.99,466.2,E,E1,Manager,3 years,RENT,55000,Source Verified,Mar-14,Fully Paid,debt_consolidation,Debt consolidation,18.72,Mar-04,11,0,5887,18.8,17,f,INDIVIDUAL,0,0,"6207 Navarro Haven Suite 521
Davidport, KS 05113"
2200, 36 months,7.29,68.23,A,A4,Homestead Group,9 years,MORTGAGE,36000,Not Verified,Feb-11,Charged Off,debt_consolidation,freedom,8.13,Sep-91,6,0,204,2.1,20,f,INDIVIDUAL,,0,"PSC 7027, Box 0581
APO AA 86630"
15000, 60 months,17.57,377.41,D,D4,operationsw manager,10+ years,MORTGAGE,88000,Source Verified,May-15,Fully Paid,debt_consolidation,Debt consolidation,13.13,Oct-91,11,0,19350,74.4,17,w,INDIVIDUAL,2,0,"009 Heather Falls
West Stevenborough, NY 22690"
15000, 60 months,12.85,340.15,B,B4,Engine Quality Tech,10+ years,RENT,63000,Source Verified,Jan-14,Fully Paid,debt_consolidation,Debt consolidation,32.23,Oct-92,16,0,15384,29.8,42,f,INDIVIDUAL,2,0,"281 Kenneth Islands
Lake Brooke, MS 29597"
25000, 36 months,8.19,785.61,A,A5,word processor clerk,10+ years,RENT,61000,Source Verified,Jan-15,Fully Paid,credit_card,Credit card refinancing,17.69,Aug-91,6,0,33808,59.8,42,w,INDIVIDUAL,0,0,"Unit 5228 Box 5699
DPO AP 00813"
18000, 36 months,7.39,559.01,A,A4,Communications Tech,10+ years,MORTGAGE,100000,Not Verified,May-16,Charged Off,debt_consolidation,Debt consolidation,16.61,Mar-97,9,0,41842,87.9,27,w,INDIVIDUAL,7,0,"5259 Kristin Forks Suite 181
New Brandonfort, NE 11650"
12000, 36 months,13.11,404.97,B,B4,Superior Communications,1 year,RENT,41600,Not Verified,May-13,Fully Paid,debt_consolidation,Invest Here! Reliable Borrower,14.68,Dec-04,10,0,11337,52.7,18,f,INDIVIDUAL,0,0,"691 Garcia Dale
Peterview, IN 29597"
9125, 36 months,13.49,309.62,C,C2,Project Coordinator,2 years,OWN,38147,Not Verified,Jul-16,Fully Paid,debt_consolidation,Debt consolidation,26.87,Oct-09,22,0,3217,17.6,28,f,INDIVIDUAL,0,0,"07622 Williams Canyon Suite 398
Velasquezchester, NM 05113"
6150, 36 months,11.67,203.31,B,B4,Research Administrative Manager,8 years,RENT,72000,Source Verified,Jun-14,Fully Paid,vacation,Vacation,15.86,Feb-96,10,0,4080,14.4,30,f,INDIVIDUAL,0,0,"0295 Matthew Islands Suite 462
North Craig, MS 22690"
7200, 36 months,10.99,235.69,B,B2,representitive,1 year,MORTGAGE,56000,Verified,Jan-14,Fully Paid,home_improvement,Home improvement,12.58,Feb-84,9,0,6976,69.8,11,w,INDIVIDUAL,1,0,"350 Nicole Burg Suite 248
North Brianland, MO 22690"
12000, 36 months,12.12,399.26,B,B3,Brite N Clean,10+ years,RENT,50000,Source Verified,Jul-13,Charged Off,credit_card,Credit card refinancing,23.93,Nov-91,16,0,21169,57.1,36,f,INDIVIDUAL,0,0,"880 Morrow Hills
North Stephen, DE 30723"
6000, 36 months,9.25,191.5,B,B2,E-Z Rent-A-Car,< 1 year,RENT,26780,Source Verified,Jan-11,Fully Paid,debt_consolidation,Credit Card Killer,14.74,Dec-04,3,0,4330,40.8,11,f,INDIVIDUAL,,0,"712 Meghan Fort Apt. 611
Lake Brianfurt, RI 05113"
10000, 36 months,13.98,341.68,C,C1,Watch Manager,4 years,MORTGAGE,88000,Verified,Dec-13,Fully Paid,major_purchase,Major purchase,27.6,Sep-92,13,0,27242,98.3,47,f,INDIVIDUAL,4,0,"48730 Paula Plaza Apt. 388
Michaelshire, UT 00813"
12000, 36 months,15.1,416.58,C,C2,Acting lieutentant  ,10+ years,MORTGAGE,75000,Not Verified,Oct-13,Fully Paid,credit_card,CC Payoff,2.86,Jan-00,7,0,6268,38.2,27,f,INDIVIDUAL,3,0,"00116 Kathleen Fall
South Mark, GA 22690"
24000, 60 months,13.99,558.32,C,C4,Senior Systems Engineer,5 years,MORTGAGE,114000,Source Verified,Mar-15,Fully Paid,debt_consolidation,Debt consolidation,13.81,Feb-98,15,0,30397,54.9,46,w,INDIVIDUAL,7,0,"054 Nichols Prairie Suite 513
Leslieview, MT 29597"
25000, 60 months,9.17,521.03,B,B2,Scheduling/Flight Attendant,6 years,MORTGAGE,170000,Not Verified,Aug-15,Charged Off,home_improvement,Home improvement,8.58,Apr-01,13,0,14017,16.5,28,w,INDIVIDUAL,4,0,"083 Brian Isle Suite 295
Christinetown, VA 48052"
15000, 36 months,8.9,476.3,A,A5,TD Ameritrade ,6 years,MORTGAGE,150000,Not Verified,Mar-13,Fully Paid,credit_card,Credit card consolidation,17.18,Jul-92,13,0,64705,94,22,f,INDIVIDUAL,1,0,"12518 Perry Villages Suite 069
Port Rogerbury, IA 48052"
6000, 36 months,15.61,209.79,D,D1,Deputy Sherrif,6 years,MORTGAGE,105000,Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,17.02,May-90,17,1,16237,52.5,30,w,INDIVIDUAL,0,1,"10038 Matthew Corners
Joseview, ME 48052"
9100, 36 months,11.55,300.3,B,B3,,10+ years,MORTGAGE,52000,Verified,Sep-13,Fully Paid,debt_consolidation,Debt Buster,19.45,Oct-99,16,0,32644,59.7,29,w,INDIVIDUAL,2,0,"458 Brown Skyway Apt. 088
Port Heidiborough, DE 48052"
8400, 36 months,5.32,252.97,A,A1,IT Recruiter,10+ years,MORTGAGE,80000,Source Verified,Nov-15,Fully Paid,debt_consolidation,Debt consolidation,17.01,Sep-00,15,1,7796,19.9,30,w,INDIVIDUAL,1,0,"526 Hull Freeway Suite 143
East Sarah, MS 05113"
2750, 36 months,16.29,97.08,C,C4,US Army,7 years,RENT,62000,Source Verified,Oct-12,Charged Off,other,Other,17.52,Jun-06,9,0,5690,49.5,15,f,INDIVIDUAL,0,0,"Unit 6557 Box 1971
DPO AE 48052"
30000, 36 months,9.49,960.85,B,B2,Financial Services Manager,10+ years,MORTGAGE,100000,Verified,Feb-15,Charged Off,debt_consolidation,Debt consolidation,13.28,Jun-89,13,0,33355,53.1,29,f,INDIVIDUAL,6,0,"063 Tracy Prairie Suite 106
Williamshaven, DC 11650"
2400, 36 months,16.55,85.04,D,D2,Technician,10+ years,RENT,42000,Verified,Sep-15,Charged Off,other,Other,23.4,Jun-01,4,0,12711,99.3,9,f,INDIVIDUAL,0,0,"751 Martinez Village Suite 590
North Aliciaburgh, VT 22690"
12000, 36 months,7.9,375.49,A,A4,General Manager,< 1 year,RENT,45000,Not Verified,Nov-13,Fully Paid,debt_consolidation,Debt Consolidation,22.24,Dec-98,9,0,2373,18.8,26,w,INDIVIDUAL,2,0,"48944 Kelly Square Apt. 034
New Anthony, VA 29597"
19000, 36 months,13.11,641.2,B,B4,styles for less,10+ years,RENT,79000,Not Verified,Sep-12,Fully Paid,debt_consolidation,consolidation,20.2,Aug-94,18,0,15907,45.4,33,f,INDIVIDUAL,0,0,"Unit 5535 Box 9282
DPO AE 29597"
20000, 60 months,8.59,411.2,A,A5,program manager,10+ years,MORTGAGE,144000,Source Verified,Jul-16,Fully Paid,home_improvement,Home improvement,7.86,Mar-83,9,0,2819,11,24,w,INDIVIDUAL,5,0,"0357 Vargas Run
East Mariaborough, WI 22690"
5000, 36 months,7.26,154.99,A,A4,Teacher,4 years,MORTGAGE,32000,Verified,Sep-15,Fully Paid,major_purchase,Major purchase,0.94,May-05,11,0,483,3.1,26,w,INDIVIDUAL,1,0,"Unit 3304 Box 0302
DPO AP 29597"
20000, 60 months,12.99,454.96,C,C2,Project Consultant,10+ years,MORTGAGE,75000,Source Verified,Jan-15,Fully Paid,debt_consolidation,Debt consolidation,16.66,Oct-02,11,0,17960,48.8,19,w,INDIVIDUAL,1,0,"4927 Terrence Alley Apt. 633
Hartmouth, UT 30723"
25975, 36 months,14.33,891.94,C,C1,US ARMY,10+ years,MORTGAGE,65000,Source Verified,Aug-12,Fully Paid,debt_consolidation,debt consolidation,20.69,Jan-03,6,0,12003,90.9,26,f,INDIVIDUAL,1,0,"503 Bradley Vista Suite 416
Lake Margaretstad, SC 00813"
35000, 36 months,14.98,1212.95,C,C3,Consultant,1 year,MORTGAGE,115000,Verified,Jan-14,Fully Paid,credit_card,Credit card refinancing,12.46,Apr-02,10,0,23815,61.1,21,f,INDIVIDUAL,6,0,"74730 Phillips Flats
Pooleland, GA 48052"
22000, 36 months,9.49,704.63,B,B2,Sales Management,3 years,OWN,70000,Source Verified,Nov-14,Fully Paid,debt_consolidation,Debt consolidation,13.17,Sep-00,12,1,20256,71.3,17,w,INDIVIDUAL,0,0,"Unit 2545 Box 0238
DPO AA 29597"
20000, 36 months,6.03,608.72,A,A1,District Director of Clinical Operations,10+ years,MORTGAGE,170000,Verified,Oct-14,Fully Paid,debt_consolidation,Debt consolidation,24.03,Nov-88,22,0,30400,50.2,38,w,INDIVIDUAL,2,0,"Unit 2172 Box 0681
DPO AP 00813"
20000, 60 months,21.49,546.6,E,E3,Allen Press Inc.,5 years,MORTGAGE,65000,Source Verified,Nov-12,Charged Off,debt_consolidation,New start,25.57,Feb-91,24,0,6661,17.6,63,w,INDIVIDUAL,4,0,"86462 Donald Causeway Apt. 130
Sarahmouth, CO 22690"
10000, 36 months,10.99,327.34,B,B4,Credit Clerk/Customer Service Representa,3 years,RENT,25200,Source Verified,Jul-15,Fully Paid,credit_card,Credit card refinancing,31.62,Sep-06,9,0,8557,87.3,20,w,INDIVIDUAL,0,0,"1244 Noah Prairie Apt. 193
Johnsontown, AK 29597"
7200, 36 months,21.49,273.08,E,E3,,5 years,RENT,34000,Verified,Mar-13,Fully Paid,medical,Debt Consolidation,5.19,Jun-09,5,0,4499,71.4,8,f,INDIVIDUAL,0,0,"4365 Michael Course Suite 789
Brettville, LA 00813"
16000, 36 months,11.55,528,B,B3,US Marine,10+ years,MORTGAGE,110000,Source Verified,Aug-13,Fully Paid,debt_consolidation,Debt consolidation,21.69,Mar-94,18,0,21519,81.7,42,f,INDIVIDUAL,2,0,"5749 Barnett Plaza
Paulamouth, AR 05113"
14000, 36 months,12.39,467.62,C,C1,Mortgage Loan Originator,< 1 year,RENT,60000,Source Verified,Dec-14,Fully Paid,debt_consolidation,Debt consolidation,31.83,Jan-81,13,0,16209,68.1,28,f,INDIVIDUAL,3,0,"377 Reed Plain
Crystalfort, SD 70466"
35000, 36 months,10.15,1131.82,B,B2,Pediatric Dentist,7 years,MORTGAGE,710000,Source Verified,May-14,Fully Paid,debt_consolidation,Debt consolidation,7.16,Jun-93,32,0,46837,25.8,54,f,INDIVIDUAL,2,0,"71936 Brown Field Apt. 029
East Dawn, CO 22690"
5000, 36 months,14.49,172.09,C,C4,clerk,8 years,RENT,94000,Source Verified,Jul-14,Fully Paid,home_improvement,Home improvement,7.76,Mar-04,6,0,4503,65.3,7,w,INDIVIDUAL,0,0,"04338 Kenneth Tunnel Suite 327
Stevensonchester, IA 29597"
30000, 60 months,10.49,644.67,B,B3,Vice President,3 years,MORTGAGE,250000,Source Verified,Dec-14,Fully Paid,credit_card,Credit card refinancing,7.75,Aug-02,8,0,55719,51.9,26,w,INDIVIDUAL,1,0,"4801 Darlene Lock
Knoxshire, VA 22690"
4000, 36 months,6.62,122.82,A,A2,JPM CHASE,10+ years,MORTGAGE,62000,Not Verified,May-12,Fully Paid,home_improvement,POOL,21.19,Apr-94,11,0,424,1.9,16,f,INDIVIDUAL,1,0,"17361 Carter Lake
Edwardville, CA 00813"
10000, 36 months,6.49,306.45,A,A2,System Administrator,3 years,RENT,32500,Source Verified,Oct-14,Charged Off,credit_card,Credit card refinancing,23.94,Aug-98,11,0,7113,46.5,30,w,INDIVIDUAL,0,0,"USS Benton
FPO AE 48052"
9800, 36 months,9.99,316.18,B,B3,,,RENT,65000,Source Verified,Nov-15,Fully Paid,medical,Medical expenses,15.81,Jun-85,8,0,11613,61.4,17,w,INDIVIDUAL,0,0,"Unit 8544 Box 3714
DPO AP 30723"
15075, 60 months,21.99,416.27,E,E5,Control room clerk,8 years,RENT,34320,Source Verified,Dec-14,Fully Paid,debt_consolidation,Debt consolidation,33.04,Apr-95,6,0,18042,63.1,18,w,INDIVIDUAL,1,0,"2865 Dakota Mall Apt. 616
New Belinda, AK 70466"
10000, 36 months,7.62,311.62,A,A3,,,MORTGAGE,54288,Not Verified,May-12,Fully Paid,credit_card,credit card,13,Dec-90,6,0,3063,37.4,21,f,INDIVIDUAL,1,0,"5260 Wilson Cape Apt. 539
Lake Amandaside, VA 00813"
18000, 36 months,6.99,555.71,A,A3,,,RENT,46500,Verified,Jan-15,Charged Off,debt_consolidation,Debt consolidation,16.59,Jan-05,9,0,110,0.8,22,f,INDIVIDUAL,0,0,"798 Frances Ranch
Port Kaitlyn, ME 30723"
29775, 60 months,14.99,708.19,C,C5,Police officer,10+ years,MORTGAGE,75000,Not Verified,May-14,Fully Paid,debt_consolidation,Debt consolidation,24.7,Nov-93,16,0,34206,51.6,26,w,INDIVIDUAL,4,0,"5246 Rachel Skyway
Michelemouth, WY 30723"
12000, 36 months,6.62,368.45,A,A2,RLM Communicaitons,< 1 year,MORTGAGE,84000,Source Verified,Jan-12,Fully Paid,major_purchase,Pool,22.66,Jul-93,8,0,5355,70.5,25,f,INDIVIDUAL,,0,"82254 Eugene Glen
New Christopherville, KS 00813"
16000, 36 months,13.06,539.57,C,C2,National Radio Astronomy Observatory,< 1 year,RENT,65000,Source Verified,Mar-11,Fully Paid,debt_consolidation,my loan,4.23,Jun-97,3,0,7634,37.4,10,f,INDIVIDUAL,,0,"36002 Morton Walks
Port Francisco, NC 29597"
15000, 36 months,7.89,469.29,A,A5,Access Manager,10+ years,MORTGAGE,118000,Not Verified,Jul-15,Fully Paid,debt_consolidation,Debt consolidation,16.67,Jun-95,11,0,45873,76.6,42,w,INDIVIDUAL,6,0,"6219 Emily Meadows
North Samantha, TN 48052"
6250, 36 months,15.61,218.53,C,C3,Wells Fargo Bank,7 years,MORTGAGE,43962,Verified,Sep-13,Fully Paid,debt_consolidation,Pay Credit Card,34.05,Jul-89,11,1,9160,59.1,17,f,INDIVIDUAL,1,1,"059 Pennington Glens Apt. 789
East Robert, WV 22690"
27200, 60 months,22.15,753.56,E,E5,Teacher,9 years,MORTGAGE,65000,Source Verified,Aug-14,Fully Paid,debt_consolidation,Debt consolidation,14.64,Sep-94,12,0,10203,57.3,28,w,INDIVIDUAL,1,0,"9390 Kristen Springs Suite 375
West Nicholas, NJ 48052"
21000, 60 months,13.11,479,B,B4,Mount Sinai Hospital,10+ years,MORTGAGE,100000,Source Verified,Feb-13,Fully Paid,credit_card,Credit card refinancing,22.64,Sep-03,8,0,4894,65.3,12,f,INDIVIDUAL,1,0,"042 Jesse Crescent Apt. 123
Gatesberg, TN 05113"
24000, 60 months,12.99,545.96,C,C2,Sr. Software Engineer,10+ years,RENT,90000,Source Verified,Nov-14,Charged Off,debt_consolidation,Debt consolidation,20.56,Oct-01,10,0,15145,28.1,15,f,INDIVIDUAL,0,0,"303 Mcdonald Isle Apt. 167
South Christopher, MD 22690"
6200, 36 months,7.9,194,A,A4,Customer Care Representative,< 1 year,RENT,35000,Source Verified,Mar-14,Fully Paid,debt_consolidation,Debt consolidation,28.12,Aug-02,5,0,7264,71.2,12,w,INDIVIDUAL,0,0,"9244 Stuart Oval Suite 261
South Yvonne, OK 22690"
20175, 36 months,14.49,694.35,C,C4,Medical Assistant,10+ years,MORTGAGE,44876,Verified,Jun-14,Fully Paid,debt_consolidation,Debt consolidation,26.16,May-89,10,0,17394,79.1,28,w,INDIVIDUAL,1,0,"774 Jerry Bridge
West Michaelmouth, WI 48052"
5600, 36 months,10.59,182.26,B,B2,University of Washington,3 years,RENT,54000,Verified,Aug-11,Fully Paid,small_business,Small Business Loan,0.4,Oct-07,2,0,929,14.3,5,f,INDIVIDUAL,,0,"4112 Martinez Cliffs
Port Katie, LA 00813"
12500, 36 months,10.99,409.18,B,B2,Scheduler,5 years,RENT,44784,Source Verified,Mar-14,Fully Paid,debt_consolidation,Debt consolidation,19.61,Apr-07,6,0,10740,60,10,f,INDIVIDUAL,0,0,"65208 Williams Island
West Alyssamouth, AR 48052"
5000, 36 months,10.99,163.67,B,B4,sealer/laborer,6 years,RENT,34000,Not Verified,Jun-15,Charged Off,credit_card,Credit card refinancing,18.31,Oct-05,7,0,4102,35.7,8,w,INDIVIDUAL,0,0,"015 Boone Glens Suite 788
South Daniel, TN 48052"
16000, 36 months,7.12,494.92,A,A3,Test Engineer,10+ years,MORTGAGE,75200,Not Verified,Jul-14,Fully Paid,debt_consolidation,Debt consolidation,11.33,Jun-00,6,0,23059,65.7,19,w,INDIVIDUAL,2,0,"509 Delacruz Well Apt. 145
South Michelle, WI 70466"
28000, 60 months,21,757.5,E,E2,Trade Solutions,5 years,MORTGAGE,102000,Verified,Jun-13,Fully Paid,debt_consolidation,Consolidation,19.64,Jan-93,20,0,24743,48.6,38,w,INDIVIDUAL,2,0,"320 Tammy Junctions
Lake Jeffreyborough, CO 30723"
